TimeStamp;Email;Comment;PID;Millis;EDA;IBI;RawPulse;Pressure;Button;
2021-10-15 10:43:47.7920;a@a.A;NULL;NULL;59176;29;0;529;0;0;
2021-10-15 10:43:47.8080;a@a.A;NULL;NULL;59186;0;0;529;0;0;
2021-10-15 10:43:47.8080;a@a.A;NULL;NULL;59196;35;0;529;0;0;
2021-10-15 10:43:47.8250;a@a.A;NULL;NULL;59206;6;0;529;0;0;
2021-10-15 10:43:47.8250;a@a.A;NULL;NULL;59216;30;0;529;0;0;
2021-10-15 10:43:47.8415;a@a.A;NULL;NULL;59226;8;0;529;0;0;
2021-10-15 10:43:47.8415;a@a.A;NULL;NULL;59236;46;0;529;0;0;
2021-10-15 10:43:47.8584;a@a.A;NULL;NULL;59246;8;0;529;0;0;
2021-10-15 10:43:47.8744;a@a.A;NULL;NULL;59256;36;0;529;0;0;
2021-10-15 10:43:47.8744;a@a.A;NULL;NULL;59266;15;0;529;0;0;
2021-10-15 10:43:47.8914;a@a.A;NULL;NULL;59276;37;0;529;0;0;
2021-10-15 10:43:47.8914;a@a.A;NULL;NULL;59286;13;0;529;0;0;
2021-10-15 10:43:47.9083;a@a.A;NULL;NULL;59296;34;0;529;0;0;
2021-10-15 10:43:47.9242;a@a.A;NULL;NULL;59307;21;0;529;0;0;
2021-10-15 10:43:47.9242;a@a.A;NULL;NULL;59317;19;0;529;0;0;
2021-10-15 10:43:47.9412;a@a.A;NULL;NULL;59327;11;0;529;0;0;
2021-10-15 10:43:47.9581;a@a.A;NULL;NULL;59337;22;0;529;0;0;
2021-10-15 10:43:47.9581;a@a.A;NULL;NULL;59347;23;0;529;0;0;
2021-10-15 10:43:47.9751;a@a.A;NULL;NULL;59357;23;0;529;0;0;
2021-10-15 10:43:47.9751;a@a.A;NULL;NULL;59367;13;0;529;0;0;
2021-10-15 10:43:47.9911;a@a.A;NULL;NULL;59377;34;0;529;0;0;
2021-10-15 10:43:48.0080;a@a.A;NULL;NULL;59387;19;0;529;0;0;
2021-10-15 10:43:48.0080;a@a.A;NULL;NULL;59397;28;0;529;0;0;
2021-10-15 10:43:48.0250;a@a.A;NULL;NULL;59407;13;0;529;0;0;
2021-10-15 10:43:48.0250;a@a.A;NULL;NULL;59417;13;0;529;0;0;
2021-10-15 10:43:48.0415;a@a.A;NULL;NULL;59427;17;0;529;0;0;
2021-10-15 10:43:48.0584;a@a.A;NULL;NULL;59437;36;0;529;0;0;
2021-10-15 10:43:48.0584;a@a.A;NULL;NULL;59447;0;0;529;0;0;
2021-10-15 10:43:48.0754;a@a.A;NULL;NULL;59457;19;0;529;0;0;
2021-10-15 10:43:48.0754;a@a.A;NULL;NULL;59467;20;0;529;0;0;
2021-10-15 10:43:48.0914;a@a.A;NULL;NULL;59478;14;0;529;0;0;
2021-10-15 10:43:48.1083;a@a.A;NULL;NULL;59488;20;0;529;0;0;
2021-10-15 10:43:48.1083;a@a.A;NULL;NULL;59498;28;0;529;0;0;
2021-10-15 10:43:48.1243;a@a.A;NULL;NULL;59508;20;0;529;0;0;
2021-10-15 10:43:48.1243;a@a.A;NULL;NULL;59518;30;0;529;0;0;
2021-10-15 10:43:48.1413;a@a.A;NULL;NULL;59528;16;0;529;0;0;
2021-10-15 10:43:48.1582;a@a.A;NULL;NULL;59538;28;0;529;0;0;
2021-10-15 10:43:48.1582;a@a.A;NULL;NULL;59548;10;0;529;0;0;
2021-10-15 10:43:48.1762;a@a.A;NULL;NULL;59558;20;0;529;0;0;
2021-10-15 10:43:48.1762;a@a.A;NULL;NULL;59568;23;0;529;0;0;
2021-10-15 10:43:48.1922;a@a.A;NULL;NULL;59578;26;0;529;0;0;
2021-10-15 10:43:48.2091;a@a.A;NULL;NULL;59588;17;0;529;0;0;
2021-10-15 10:43:48.2091;a@a.A;NULL;NULL;59598;29;0;529;0;0;
2021-10-15 10:43:48.2261;a@a.A;NULL;NULL;59608;18;0;529;0;0;
2021-10-15 10:43:48.2261;a@a.A;NULL;NULL;59618;31;0;529;0;0;
2021-10-15 10:43:48.2420;a@a.A;NULL;NULL;59628;10;0;529;0;0;
2021-10-15 10:43:48.2590;a@a.A;NULL;NULL;59638;27;0;529;0;0;
2021-10-15 10:43:48.2590;a@a.A;NULL;NULL;59648;13;0;529;0;0;
2021-10-15 10:43:48.2759;a@a.A;NULL;NULL;59658;32;0;529;0;0;
2021-10-15 10:43:48.2759;a@a.A;NULL;NULL;59668;7;0;529;0;0;
2021-10-15 10:43:48.2919;a@a.A;NULL;NULL;59678;18;0;529;0;0;
2021-10-15 10:43:48.3079;a@a.A;NULL;NULL;59688;22;0;529;0;0;
2021-10-15 10:43:48.3079;a@a.A;NULL;NULL;59698;26;0;529;0;0;
2021-10-15 10:43:48.3248;a@a.A;NULL;NULL;59708;12;0;529;0;0;
2021-10-15 10:43:48.3408;a@a.A;NULL;NULL;59718;24;0;529;0;0;
2021-10-15 10:43:48.3418;a@a.A;NULL;NULL;59728;24;0;529;0;0;
2021-10-15 10:43:48.3577;a@a.A;NULL;NULL;59738;25;0;529;0;0;
2021-10-15 10:43:48.3577;a@a.A;NULL;NULL;59748;16;0;529;0;0;
2021-10-15 10:43:48.3747;a@a.A;NULL;NULL;59758;30;0;529;0;0;
2021-10-15 10:43:48.3747;a@a.A;NULL;NULL;59768;13;0;529;0;0;
2021-10-15 10:43:48.3916;a@a.A;NULL;NULL;59778;20;0;529;0;0;
2021-10-15 10:43:48.4076;a@a.A;NULL;NULL;59788;27;0;529;0;0;
2021-10-15 10:43:48.4076;a@a.A;NULL;NULL;59798;12;0;529;0;0;
2021-10-15 10:43:48.4245;a@a.A;NULL;NULL;59808;16;0;529;0;0;
2021-10-15 10:43:48.4245;a@a.A;NULL;NULL;59819;28;0;529;0;0;
2021-10-15 10:43:48.4415;a@a.A;NULL;NULL;59829;26;0;529;0;0;
2021-10-15 10:43:48.4574;a@a.A;NULL;NULL;59839;1;0;529;0;0;
2021-10-15 10:43:48.4574;a@a.A;NULL;NULL;59849;14;0;529;0;0;
2021-10-15 10:43:48.4754;a@a.A;NULL;NULL;59859;0;0;529;0;0;
2021-10-15 10:43:48.4914;a@a.A;NULL;NULL;59869;15;0;529;0;0;
2021-10-15 10:43:48.4914;a@a.A;NULL;NULL;59879;17;3003;529;0;0;
2021-10-15 10:43:48.5083;a@a.A;NULL;NULL;59889;17;0;529;0;0;
2021-10-15 10:43:48.5083;a@a.A;NULL;NULL;59899;0;0;529;0;0;
2021-10-15 10:43:48.5253;a@a.A;NULL;NULL;59909;6;0;529;0;0;
2021-10-15 10:43:48.5412;a@a.A;NULL;NULL;59919;25;0;528;0;0;
2021-10-15 10:43:48.5412;a@a.A;NULL;NULL;59929;13;0;528;0;0;
2021-10-15 10:43:48.5582;a@a.A;NULL;NULL;59939;0;0;528;0;0;
2021-10-15 10:43:48.5582;a@a.A;NULL;NULL;59949;0;0;529;0;0;
2021-10-15 10:43:48.5751;a@a.A;NULL;NULL;59959;28;0;529;0;0;
